# ts rotation(deg) translation(m)
416.505 2.53481 2.00116
416.505 2.01307 1.95441
416.505 1.86786 1.93213
416.505 2.11305 1.92226
416.505 2.57292 1.93046
416.505 3.23511 1.96187
416.505 3.85135 2.00618
416.505 4.62808 2.08072
417.005 3.62227 2.2391
417.005 2.94877 2.15479
417.005 2.39248 2.08554
417.005 1.9594 2.03152
417.005 1.86709 1.99566
417.005 2.03663 1.98028
417.005 2.391 1.98646
417.005 2.97466 2.01917
417.005 3.54593 2.065
417.005 4.17698 2.13789
417.504 3.30709 2.33545
417.504 2.70419 2.24178
417.504 2.19552 2.1662
417.504 1.79983 2.10774
417.504 1.73458 2.0698
417.504 1.90148 2.05177
417.504 2.3485 2.058
417.504 2.91462 2.08879
417.504 3.49956 2.13663
417.504 4.14773 2.216
417.955 2.6271 2.3293
417.955 2.07655 2.24348
417.955 1.7152 2.18108
417.955 1.53162 2.13616
417.955 1.7136 2.11763
417.955 2.05201 2.11974
417.955 2.55875 2.14874
417.955 3.11406 2.2014
417.955 3.69814 2.2741
418.405 2.04277 2.41173
418.405 1.54504 2.31911
418.405 1.22371 2.24752
418.405 1.11706 2.19828
418.405 1.22292 2.17577
418.405 1.45179 2.17818
418.405 1.73353 2.20624
418.405 2.02895 2.2608
418.405 2.31125 2.33572
418.855 1.25978 2.46251
418.855 1.05835 2.3616
418.855 1.01283 2.29336
418.855 0.883966 2.23865
418.855 0.882705 2.21754
418.855 0.899963 2.21724
418.855 0.921738 2.24531
418.855 1.03588 2.2993
418.855 1.21309 2.38403
419.304 1.9381 2.49086
419.304 1.90085 2.39541
419.304 1.55798 2.32009
419.304 1.30988 2.26533
419.304 1.13853 2.23501
419.304 1.09798 2.23197
419.304 1.16365 2.25761
419.304 1.18699 2.31137
419.304 1.15741 2.38681
419.754 0.309069 2.54563
419.754 0.307911 2.44709
419.754 0.333353 2.36506
419.754 0.251596 2.30811
419.754 0.310636 2.29624
419.754 1.19025 2.26261
419.754 1.97064 2.2536
419.754 2.21922 2.29232
419.754 2.51259 2.33208
420.204 0.94164 2.50927
420.204 1.22841 2.39426
420.204 0.724801 2.33398
420.204 0.836415 2.2745
420.204 0.464927 2.26267
420.204 0.640419 2.24492
420.204 1.8263 2.2807
420.204 2.6757 2.32854
420.604 0.81454 2.54054
420.604 0.999894 2.44132
420.604 0.895275 2.35499
420.604 1.06416 2.31527
420.604 1.78906 2.26474
420.604 1.91032 2.25984
420.604 2.35593 2.2855
420.604 2.70528 2.30459
420.604 2.79181 2.40699
421.054 2.07291 2.49129
421.054 1.92821 2.40485
421.054 2.13409 2.33033
421.054 1.99122 2.25259
421.054 1.39799 2.24434
421.054 1.5506 2.2101
421.054 1.15519 2.24852
421.054 1.44021 2.29733
421.454 1.79772 2.48983
421.454 1.69116 2.40115
421.454 2.07174 2.29628
421.454 1.86604 2.24755
421.454 2.12388 2.21084
421.454 2.17482 2.19738
421.454 2.1965 2.23869
421.454 2.31999 2.26392
421.854 2.04546 2.49544
421.854 2.15501 2.37642
421.854 2.09575 2.2716
421.854 2.05092 2.21306
421.854 2.23513 2.15718
421.854 2.11645 2.16318
421.854 2.39863 2.16801
421.854 2.31829 2.22752
422.254 2.30045 2.43725
422.254 2.33611 2.30716
422.254 2.19415 2.21942
422.254 2.23687 2.13469
422.254 2.13891 2.09635
422.254 2.28025 2.09524
422.254 2.32284 2.102
422.254 2.19484 2.18236
422.654 2.15254 2.4375
422.654 2.06684 2.32027
422.654 2.16501 2.21558
422.654 2.0544 2.12712
422.654 1.87184 2.09389
422.654 1.83437 2.06568
422.654 1.83971 2.09074
422.654 1.85822 2.14826
423.054 2.59107 2.4006
423.054 2.46359 2.27947
423.054 2.60879 2.15771
423.054 2.53324 2.08614
423.054 2.47479 2.03377
423.054 2.4158 2.01526
423.054 2.26957 2.05356
423.054 2.41463 2.0943
423.454 2.58128 2.36641
423.454 2.60831 2.22378
423.454 2.67237 2.10479
423.454 2.64432 2.02843
423.454 2.74469 1.96485
423.454 2.70913 1.95879
423.454 2.73826 1.98491
423.454 2.82035 2.04209
423.854 2.97988 2.3184
423.854 3.0207 2.16228
423.854 2.88105 2.04862
423.854 2.81244 1.95662
423.854 2.83187 1.89437
423.854 2.79986 1.87919
423.854 2.90339 1.89668
423.854 2.94899 1.95342
424.254 2.74515 2.23146
424.254 2.81028 2.08875
424.254 2.80684 1.97744
424.254 2.85346 1.88393
424.254 2.8158 1.83397
424.254 2.78697 1.81689
424.254 2.77211 1.83135
424.254 2.78491 1.88334
424.654 2.66437 2.14784
424.654 2.71377 2.01058
424.654 2.73442 1.9007
424.654 2.86833 1.81316
424.654 2.97117 1.76262
424.654 3.0695 1.74578
424.654 3.12062 1.76195
424.654 3.12194 1.8158
425.054 2.90058 2.09223
425.054 2.90293 1.95176
425.054 2.90541 1.83129
425.054 2.97616 1.73857
425.054 2.93515 1.68471
425.054 2.99971 1.6589
425.054 2.97357 1.67971
425.054 2.95023 1.73478
425.454 2.88232 2.02876
425.454 2.93102 1.88277
425.454 2.98785 1.76321
425.454 3.01201 1.66863
425.454 2.92767 1.61234
425.454 2.89521 1.59397
425.454 2.87078 1.61014
425.454 2.81899 1.67427
425.854 2.94641 1.9782
425.854 2.95976 1.82678
425.854 2.94269 1.69785
425.854 2.96381 1.59721
425.854 3.00138 1.53696
425.854 3.06536 1.51388
425.854 3.05678 1.53804
425.854 3.09242 1.59606
426.254 2.89053 1.91927
426.254 2.87875 1.75911
426.254 2.85256 1.62513
426.254 2.87498 1.51912
426.254 2.9193 1.45177
426.254 2.90781 1.43268
426.254 2.96406 1.4513
426.254 2.93498 1.52327
426.654 2.8875 1.8722
426.654 2.9043 1.70127
426.654 2.841 1.55889
426.654 2.81483 1.44646
426.654 2.755 1.37822
426.654 2.74865 1.35059
426.654 2.70601 1.37972
426.654 2.73239 1.45359
427.054 2.67602 1.82119
427.054 2.65749 1.64323
427.054 2.64259 1.49417
427.054 2.65238 1.37362
427.054 2.60849 1.30105
427.054 2.64314 1.27884
427.054 2.7719 1.30806
427.054 3.02624 1.3791
427.454 2.51076 1.76644
427.454 2.7098 1.57533
427.454 2.66547 1.42365
427.454 2.51493 1.30436
427.454 2.56718 1.22552
427.454 2.46753 1.19523
427.454 2.33139 1.23326
427.454 2.29019 1.31413
427.854 2.77149 1.70026
427.854 2.6885 1.51138
427.854 2.47387 1.3535
427.854 2.28383 1.22363
427.854 2.30929 1.14457
427.854 2.19345 1.13211
427.854 2.13758 1.16082
427.854 1.77961 1.24963
428.254 2.43049 1.64263
428.254 1.95396 1.45576
428.254 1.85479 1.31011
428.254 1.89619 1.17545
428.254 1.96576 1.09191
428.254 1.99898 1.06692
428.254 2.24034 1.09161
428.254 2.06154 1.21225
428.653 3.40746 1.67512
428.653 3.11989 1.4829
428.653 2.57141 1.30129
428.653 1.97348 1.15729
428.653 1.87428 1.08945
428.653 2.02569 1.05923
428.653 2.32677 1.12172
428.653 2.28977 1.22599
429.054 2.09625 1.59431
429.054 1.83384 1.41388
429.054 1.8241 1.25434
429.054 1.84399 1.12915
429.054 1.91738 1.05648
429.054 2.08109 1.03485
429.054 2.05201 1.09383
429.054 2.07414 1.19936
429.454 2.21275 1.67159
429.454 1.97794 1.46542
429.454 1.87274 1.27517
429.454 1.78324 1.1354
429.454 1.78221 1.04407
429.454 1.76089 1.02528
429.454 1.79805 1.08087
429.454 1.81567 1.19213
429.853 1.76004 1.66424
429.853 1.7737 1.45882
429.853 1.78885 1.28441
429.853 1.84558 1.14354
429.853 1.85588 1.05655
429.853 1.90726 1.04627
429.853 1.90554 1.09766
429.853 1.88781 1.22315
430.253 1.80163 1.67592
430.253 1.73274 1.46451
430.253 1.75751 1.28591
430.253 1.77064 1.1406
430.253 1.7628 1.06016
430.253 1.82919 1.04765
430.253 1.85671 1.10826
430.253 1.9049 1.23671
430.603 1.74175 1.48918
430.603 1.77597 1.30172
430.603 1.82007 1.15184
430.603 1.87264 1.06456
430.603 1.92291 1.05358
430.603 1.90727 1.11563
430.603 1.9228 1.25138
430.953 1.65859 1.51225
430.953 1.68398 1.31537
430.953 1.71787 1.16319
430.953 1.69304 1.06547
430.953 1.71248 1.0595
430.953 1.78994 1.12043
430.953 1.80534 1.25584
431.303 1.76778 1.50339
431.303 1.7499 1.30734
431.303 1.79315 1.15924
431.303 1.83643 1.06468
431.303 1.82261 1.05939
431.303 1.88909 1.13068
431.303 1.93955 1.27153
431.653 1.80514 1.51914
431.653 1.86765 1.32001
431.653 1.81561 1.1719
431.653 1.93824 1.08177
431.653 1.94706 1.06602
431.653 2.03535 1.13851
431.653 2.09421 1.2708
432.003 1.68486 1.5259
432.003 1.73214 1.33038
432.003 1.75974 1.1799
432.003 1.89009 1.08918
432.003 1.9731 1.07303
432.003 2.02673 1.14226
432.003 2.12426 1.27001
432.353 1.65081 1.51881
432.353 1.75278 1.32739
432.353 1.79068 1.17917
432.353 1.93047 1.09134
432.353 2.02094 1.07809
432.353 2.04902 1.14097
432.353 2.07258 1.26887
432.703 1.66022 1.51954
432.703 1.7078 1.3274
432.703 1.72041 1.17948
432.703 1.72795 1.0867
432.703 1.75674 1.06899
432.703 1.76083 1.12466
432.703 1.79671 1.24997
433.053 1.6751 1.53262
433.053 1.6906 1.35063
433.053 1.76953 1.20574
433.053 1.81502 1.11728
433.053 1.90989 1.10224
433.053 1.97567 1.1556
433.053 1.95451 1.26188
433.453 1.51177 1.72824
433.453 1.54168 1.52073
433.453 1.61643 1.35216
433.453 1.64394 1.2133
433.453 1.61231 1.13098
433.453 1.71864 1.11195
433.453 1.74342 1.14941
433.453 1.81371 1.25301
433.853 1.88249 1.69022
433.853 1.84061 1.51117
433.853 1.86199 1.3554
433.853 1.83152 1.23348
433.853 1.83294 1.15949
433.853 1.84522 1.14018
433.853 1.83845 1.1738
433.853 1.90659 1.26214
434.253 1.95809 1.68722
434.253 1.94188 1.52409
434.253 1.88208 1.37955
434.253 1.84835 1.27068
434.253 1.90469 1.20857
434.253 1.9127 1.18233
434.253 2.07608 1.21889
434.253 2.1932 1.28882
434.253 2.38681 1.40268
434.702 2.11547 1.69278
434.702 1.87915 1.53412
434.702 1.76472 1.40672
434.702 1.70885 1.30076
434.702 1.77043 1.2406
434.702 1.95364 1.21873
434.702 2.17638 1.23556
434.702 2.51636 1.29844
434.702 2.90969 1.39139
435.202 2.97892 1.84309
435.202 2.58337 1.69622
435.202 2.19525 1.5602
435.202 1.929 1.45229
435.202 1.73497 1.36186
435.202 1.79506 1.30754
435.202 2.06469 1.28233
435.202 2.46298 1.28923
435.202 3.02247 1.32998
435.202 3.62323 1.39372
435.202 4.28243 1.48248
435.753 3.97044 1.7928
435.753 3.27088 1.66973
435.753 2.62395 1.56599
435.753 2.05254 1.47679
435.753 1.70663 1.41294
435.753 1.77938 1.36513
435.753 2.24996 1.34446
435.753 2.97531 1.35021
435.753 3.81149 1.37761
435.753 4.70214 1.43112
435.753 5.61709 1.49994
436.352 5.37707 1.88656
436.352 4.4642 1.77591
436.352 3.57514 1.67632
436.352 2.7768 1.58969
436.352 2.09052 1.5184
436.352 1.73898 1.46556
436.352 1.87053 1.43403
436.352 2.36477 1.41297
436.352 3.11613 1.41969
436.352 3.92953 1.44103
436.352 4.78585 1.47992
436.352 5.64181 1.53566
436.352 6.51326 1.60567
437.002 4.93922 1.84747
437.002 4.0776 1.75701
437.002 3.25274 1.67711
437.002 2.50612 1.61101
437.002 1.87692 1.55402
437.002 1.58735 1.5142
437.002 1.71062 1.4879
437.002 2.19259 1.4826
437.002 2.88955 1.48801
437.002 3.64601 1.50794
437.002 4.45266 1.54581
437.002 5.25078 1.59356
437.002 6.05959 1.65025
437.702 5.12676 1.89686
437.702 4.34333 1.8132
437.702 3.61118 1.74112
437.702 2.91934 1.67873
437.702 2.29787 1.62839
437.702 1.78546 1.59036
437.702 1.48767 1.56303
437.702 1.67152 1.55024
437.702 2.10036 1.54783
437.702 2.67693 1.55877
437.702 3.31191 1.58391
437.702 3.95664 1.61579
437.702 4.64687 1.66152
437.702 5.32548 1.7194
437.702 6.00199 1.78565
438.452 4.69034 1.90326
438.452 4.05626 1.82715
438.452 3.41739 1.76092
438.452 2.67039 1.69962
438.452 1.94763 1.6538
438.452 1.48841 1.62179
438.452 1.40509 1.60063
438.452 1.59739 1.59871
438.452 1.80208 1.60398
438.452 2.25586 1.61228
438.452 2.90421 1.63831
438.452 3.58571 1.67407
438.452 4.26132 1.72503
438.452 4.88215 1.7873
438.452 5.50196 1.86488
439.202 3.80129 1.92837
439.202 3.16795 1.85096
439.202 2.50281 1.78646
439.202 1.86578 1.73665
439.202 1.28994 1.68649
439.202 1.03471 1.64926
439.202 1.19887 1.63231
439.202 1.48547 1.63892
439.202 1.87131 1.65317
439.202 2.46659 1.67957
439.202 3.14411 1.70695
439.202 3.73193 1.74919
439.202 4.44177 1.81771
439.202 5.00128 1.89683
439.902 3.69835 1.92693
439.902 3.20257 1.86654
439.902 2.63166 1.81392
439.902 2.00418 1.76622
439.902 1.44993 1.72504
439.902 1.04037 1.69533
439.902 0.898628 1.68225
439.902 0.986319 1.6833
439.902 1.22038 1.6945
439.902 1.55613 1.72257
439.902 1.90677 1.76024
439.902 2.28114 1.80918
439.902 2.7138 1.85991
439.902 3.28128 1.9196
440.602 2.12145 1.97143
440.602 1.81118 1.90904
440.602 1.56348 1.84801
440.602 1.20898 1.79485
440.602 0.856173 1.7506
440.602 0.689464 1.71952
440.602 0.699862 1.70064
440.602 0.851461 1.69837
440.602 1.01036 1.71172
440.602 1.1851 1.73536
440.602 1.38694 1.7762
440.602 1.55693 1.82267
440.602 1.73864 1.88463
440.602 1.91535 1.95165
441.302 1.1151 1.96542
441.302 0.954542 1.90034
441.302 0.822831 1.84066
441.302 0.745739 1.79483
441.302 0.688112 1.7559
441.302 0.681807 1.72871
441.302 0.68897 1.7194
441.302 0.692994 1.71882
441.302 0.734222 1.73143
441.302 0.749525 1.75812
441.302 0.775098 1.79826
441.302 0.792374 1.84809
441.302 0.861829 1.90475
441.302 0.918691 1.97147
442.002 0.641385 1.95644
442.002 0.647393 1.89208
442.002 0.728513 1.84208
442.002 0.736788 1.79967
442.002 0.757069 1.76883
442.002 0.746742 1.75062
442.002 0.725095 1.74224
442.002 0.736333 1.74531
442.002 0.716691 1.75914
442.002 0.712851 1.78477
442.002 0.706493 1.81902
442.002 0.73931 1.86556
442.002 0.768438 1.91876
442.002 0.787715 1.97682
442.002 0.835377 2.04683
442.752 0.66311 1.93497
442.752 0.712843 1.88265
442.752 0.70495 1.83491
442.752 0.691788 1.79821
442.752 0.702546 1.77199
442.752 0.73188 1.75376
442.752 0.780377 1.74899
442.752 0.737849 1.75114
442.752 0.73968 1.76385
442.752 0.769271 1.78489
442.752 0.765994 1.81579
442.752 0.818298 1.85527
442.752 0.785746 1.90176
442.752 0.806428 1.95549
442.752 0.815655 2.01382
442.752 0.810988 2.07705
443.602 0.835756 1.95972
443.602 0.802485 1.90984
443.602 0.812067 1.86757
443.602 0.811614 1.83243
443.602 0.818434 1.80541
443.602 0.841394 1.78683
443.602 0.803227 1.77249
443.602 0.811968 1.77045
443.602 0.797098 1.77285
443.602 0.783537 1.78104
443.602 0.805635 1.80053
443.602 0.782555 1.82126
443.602 0.806926 1.85645
443.602 0.79062 1.88979
443.602 0.814732 1.93273
443.602 0.838978 1.97922
443.602 0.828177 2.02562
443.602 0.852887 2.08116
444.602 0.955111 1.99992
444.602 0.937113 1.95523
444.602 0.918137 1.91877
444.602 0.871957 1.88284
444.602 0.876438 1.85713
444.602 0.847366 1.83313
444.602 0.817643 1.81312
444.602 0.825735 1.80247
444.602 0.799751 1.79135
444.602 0.81286 1.78995
444.602 0.780767 1.78982
444.602 0.737744 1.79601
444.602 0.744273 1.80688
444.602 0.712062 1.82218
444.602 0.750804 1.84527
444.602 0.763905 1.86684
444.602 0.809258 1.89792
444.602 0.889609 1.92894
444.602 0.973784 1.96471
444.602 1.09243 2.00665
444.602 1.18151 2.0494
445.702 1.63543 2.065
445.702 1.52538 2.02226
445.702 1.39679 1.98244
445.702 1.29094 1.94822
445.702 1.13573 1.91335
445.702 1.04842 1.88733
445.702 0.921235 1.8608
445.702 0.826585 1.84078
445.702 0.768497 1.82732
445.702 0.651092 1.81282
445.702 0.679105 1.81319
445.702 0.610854 1.80606
445.702 0.681899 1.81913
445.702 0.725065 1.82928
445.702 0.806462 1.84925
445.702 0.943544 1.87891
445.702 1.04077 1.90938
445.702 1.2029 1.95491
445.702 1.32875 2.00168
445.702 1.48233 2.05911
446.551 1.16576 2.09116
446.551 0.95483 2.02572
446.551 0.792148 1.97582
446.551 0.625849 1.92743
446.551 0.586696 1.88996
446.551 0.607237 1.85997
446.551 0.529193 1.83843
446.551 0.563216 1.83943
446.551 0.533246 1.83731
446.551 0.588431 1.85569
446.551 0.65044 1.87867
446.551 0.691795 1.91345
446.551 0.76595 1.96036
446.551 0.765421 2.01401
446.551 0.766653 2.08663
447.201 0.8045 2.06194
447.201 0.660283 1.99609
447.201 0.502191 1.94408
447.201 0.331851 1.89712
447.201 0.258582 1.86961
447.201 0.279195 1.8537
447.201 0.356604 1.85617
447.201 0.489008 1.87793
447.201 0.62871 1.91018
447.201 0.790586 1.96481
447.201 0.978117 2.03102
447.201 1.14007 2.10836
447.802 1.02069 2.13264
447.802 0.958559 2.04759
447.802 0.882462 1.97975
447.802 0.803237 1.92543
447.802 0.758737 1.89021
447.802 0.710657 1.87501
447.802 0.807114 1.87419
447.802 0.887829 1.90091
447.802 1.01598 1.94043
447.802 1.15247 2.00022
447.802 1.29335 2.07953
447.802 1.44463 2.17003
448.351 0.552937 2.05408
448.351 0.473322 1.97652
448.351 0.38903 1.91908
448.351 0.350845 1.88168
448.351 0.409298 1.85972
448.351 0.44611 1.86188
448.351 0.503931 1.88827
448.351 0.605613 1.93204
448.351 0.684441 2.0004
448.351 0.78251 2.08288
448.852 0.356443 2.06224
448.852 0.328933 1.98091
448.852 0.309471 1.92119
448.852 0.326329 1.87596
448.852 0.390793 1.85567
448.852 0.435614 1.86224
448.852 0.527132 1.88751
448.852 0.636663 1.93867
448.852 0.719603 2.01073
448.852 0.843273 2.09823
449.351 0.564012 2.06566
449.351 0.570689 1.98019
449.351 0.594969 1.91257
449.351 0.569447 1.86807
449.351 0.595551 1.84516
449.351 0.603639 1.84948
449.351 0.638283 1.87765
449.351 0.682508 1.92886
449.351 0.714181 2.00297
449.351 0.733566 2.09632
449.851 0.616033 2.04723
449.851 0.60293 1.96194
449.851 0.663545 1.89372
449.851 0.6781 1.84874
449.851 0.706125 1.82925
449.851 0.734547 1.83191
449.851 0.690943 1.86302
449.851 0.698429 1.90828
449.851 0.664023 1.98365
449.851 0.650942 2.06875
450.351 0.810016 2.00507
450.351 0.798946 1.92433
450.351 0.825419 1.86303
450.351 0.833632 1.82318
450.351 0.842751 1.80499
450.351 0.893653 1.80873
450.351 0.889441 1.83504
450.351 0.9232 1.8778
450.351 0.941818 1.93985
450.351 0.9425 2.0206
450.351 0.96885 2.11264
450.901 0.830555 1.95048
450.901 0.886732 1.878
450.901 0.893665 1.82776
450.901 0.927415 1.79148
450.901 0.969682 1.77523
450.901 0.953258 1.77904
450.901 0.989819 1.79887
450.901 0.950559 1.83966
450.901 0.982958 1.88898
450.901 0.942078 1.96392
450.901 1.06148 2.03856
450.901 1.59539 2.09625
451.551 0.536239 1.93247
451.551 0.697939 1.85731
451.551 0.741479 1.80616
451.551 0.787075 1.76147
451.551 0.801298 1.74099
451.551 0.8105 1.72697
451.551 1.0792 1.7233
451.551 1.13901 1.74037
451.551 1.15343 1.76274
451.551 0.932319 1.81757
451.551 0.619887 1.87441
451.551 0.526205 1.93455
451.551 0.476012 2.01772
452.251 2.64975 1.93446
452.251 2.49194 1.87373
452.251 2.4268 1.81239
452.251 2.47312 1.76542
452.251 2.03289 1.7426
452.251 1.47866 1.72145
452.251 1.28499 1.70341
452.251 1.01038 1.71911
452.251 1.19442 1.72146
452.251 1.1319 1.75635
452.251 1.21566 1.77531
452.251 1.30754 1.81726
452.251 1.3286 1.86516
452.251 1.70507 1.9138
452.251 1.84968 1.98586
453.051 1.16472 1.89894
453.051 1.18533 1.84604
453.051 1.11526 1.80394
453.051 1.13165 1.75863
453.051 0.922393 1.72649
453.051 0.84663 1.68997
453.051 0.890684 1.67464
453.051 1.17977 1.66891
453.051 1.55899 1.6689
453.051 1.6232 1.69515
453.051 1.95942 1.71326
453.051 2.08148 1.75234
453.051 2.20304 1.78443
453.051 2.35475 1.82794
453.051 2.38838 1.89091
453.051 2.62877 1.94713
453.051 2.80857 2.02
453.901 2.28041 1.83627
453.901 2.03054 1.78323
453.901 1.70618 1.74184
453.901 1.54923 1.69861
453.901 1.33515 1.67455
453.901 1.31546 1.64627
453.901 1.23172 1.64045
453.901 1.28725 1.63445
453.901 1.41763 1.64197
453.901 1.53218 1.65877
453.901 1.82098 1.67751
453.901 2.04335 1.7129
453.901 2.37966 1.74871
453.901 2.72381 1.79929
453.901 3.10588 1.85522
453.901 3.51536 1.91925
454.701 3.35617 1.80341
454.701 2.99717 1.74681
454.701 2.66407 1.69643
454.701 2.30978 1.65531
454.701 2.00987 1.6208
454.701 1.66531 1.6023
454.701 1.45415 1.58841
454.701 1.34162 1.59019
454.701 1.4489 1.60237
454.701 1.71924 1.62425
454.701 2.04798 1.66052
454.701 2.47182 1.70556
454.701 2.88547 1.76065
454.701 3.35151 1.82115
454.701 3.81562 1.89043
454.701 4.3167 1.97039
455.501 4.33397 1.73822
455.501 3.84898 1.68075
455.501 3.32451 1.63209
455.501 2.75716 1.59246
455.501 2.20356 1.56572
455.501 1.75431 1.54597
455.501 1.40386 1.54191
455.501 1.2753 1.54741
455.501 1.41651 1.56207
455.501 1.76524 1.58861
455.501 2.24619 1.62294
455.501 2.76599 1.66349
455.501 3.33026 1.70748
455.501 3.92717 1.75747
455.501 4.54091 1.81633
455.501 5.15466 1.87935
455.501 5.7477 1.94542
455.501 6.3313 2.01321
456.45 4.93472 1.61518
456.45 4.37662 1.57927
456.45 3.82723 1.5476
456.45 3.28318 1.52556
456.45 2.75573 1.51009
456.45 2.27162 1.50169
456.45 1.84241 1.49997
456.45 1.54018 1.50366
456.45 1.40456 1.51489
456.45 1.52641 1.53197
456.45 1.83343 1.55433
456.45 2.26144 1.58399
456.45 2.74664 1.61951
456.45 3.27567 1.65999
456.45 3.82806 1.70209
456.45 4.35666 1.74627
456.45 4.86777 1.79331
456.45 5.38209 1.84546
456.45 5.9061 1.89754
456.45 6.41459 1.94862
456.45 6.91046 2.00427
456.45 7.3987 2.05956
457.75 5.59042 1.53096
457.75 5.10837 1.50842
457.75 4.63668 1.48976
457.75 4.17187 1.47488
457.75 3.72944 1.46435
457.75 3.30195 1.45793
457.75 2.90667 1.45412
457.75 2.52681 1.45157
457.75 2.1853 1.4548
457.75 1.88883 1.45973
457.75 1.64167 1.46691
457.75 1.48355 1.47735
457.75 1.42852 1.48869
457.75 1.49991 1.50425
457.75 1.692 1.51786
457.75 1.95094 1.53548
457.75 2.30046 1.55653
457.75 2.68232 1.57762
457.75 3.07285 1.60239
457.75 3.47807 1.6257
457.75 3.88549 1.65257
457.75 4.31872 1.67907
457.75 4.7537 1.70786
457.75 5.20269 1.73912
457.75 5.65045 1.76819
457.75 6.11001 1.7998
457.75 6.57299 1.83409
457.75 7.0442 1.8672
457.75 7.51764 1.90219
459.351 7.28697 1.4844
459.351 6.79217 1.47209
459.351 6.30089 1.46048
459.351 5.82466 1.44976
459.351 5.34518 1.44439
459.351 4.88161 1.43473
459.351 4.40361 1.43421
459.351 3.95346 1.43366
459.351 3.49672 1.4327
459.351 3.06397 1.43728
459.351 2.65205 1.43719
459.351 2.24746 1.44564
459.351 1.91778 1.44954
459.351 1.64044 1.46045
459.351 1.4737 1.47162
459.351 1.42137 1.48203
459.351 1.51727 1.49891
459.351 1.73791 1.51322
459.351 2.01166 1.53347
459.351 2.35272 1.55106
459.351 2.72266 1.57148
459.351 3.1035 1.59382
459.351 3.49132 1.61626
459.351 3.8762 1.64265
459.351 4.26487 1.67065
459.351 4.63386 1.69808
459.351 4.99753 1.7298
459.351 5.36009 1.76053
459.351 5.71771 1.79391
459.351 6.08797 1.8264
459.351 6.4596 1.86008
459.351 6.81873 1.89583
459.351 7.1743 1.93255
461 4.82489 1.54974
461 4.49297 1.52613
461 4.1621 1.50532
461 3.84606 1.48714
461 3.53978 1.47107
461 3.20283 1.45394
461 2.88099 1.44295
