# ts rotation(%) translation(%)
496.797 0.0201262 0.0170314
496.797 0.0187762 0.0183045
497.247 0.025523 0.0197594
497.247 0.0237141 0.0171221
497.247 0.0226084 0.0145085
497.247 0.0239265 0.012385
497.247 0.0253125 0.0107426
497.247 0.0273119 0.0106405
497.247 0.0301043 0.0121765
497.247 0.0358264 0.0187938
497.247 0.0302084 0.0207328
497.697 0.035782 0.0241936
497.697 0.029895 0.0201438
497.697 0.0236245 0.0158332
497.697 0.0312467 0.0127374
497.697 0.0406592 0.0117064
497.697 0.0504984 0.0129127
497.697 0.0424988 0.0167818
497.697 0.0328242 0.0194255
497.697 0.0262516 0.0232147
498.147 0.0239409 0.0247109
498.147 0.0303425 0.0199455
498.147 0.0403731 0.015669
498.147 0.0484994 0.0127495
498.147 0.0306652 0.00960084
498.147 0.0222073 0.0102075
498.147 0.029863 0.0133608
498.147 0.0442509 0.0171664
498.147 0.0561194 0.0209196
498.596 0.0439987 0.0200723
498.596 0.0328676 0.0163067
498.596 0.021381 0.01203
498.596 0.0239998 0.00936663
498.596 0.0288436 0.00945516
498.596 0.0396928 0.0124916
498.596 0.0489211 0.015118
498.596 0.0381133 0.016565
498.596 0.0298234 0.0169725
499.046 0.0386355 0.0208785
499.046 0.0296817 0.0166121
499.046 0.0234195 0.0123172
499.046 0.0233812 0.00918836
499.046 0.030204 0.00929862
499.046 0.0339044 0.0101333
499.046 0.0376274 0.0129445
499.046 0.0309075 0.0150768
499.046 0.0278154 0.0156869
499.497 0.0212868 0.0152915
499.497 0.0214309 0.0127359
499.497 0.0240391 0.0101956
499.497 0.0241571 0.00920496
499.497 0.0234972 0.00895835
499.497 0.0250109 0.0100139
499.497 0.0247628 0.0111072
499.497 0.0237953 0.0122602
499.497 0.0234182 0.0128151
499.947 0.0220819 0.0120991
499.947 0.0230402 0.0100798
499.947 0.021799 0.00958796
499.947 0.0213547 0.0088084
499.947 0.0211419 0.00885875
499.947 0.02174 0.0095715
499.947 0.0231571 0.0114713
499.947 0.0295148 0.0125551
499.947 0.0320886 0.0136473
500.397 0.0202229 0.0165449
500.397 0.0191634 0.0133238
500.397 0.0194332 0.00931116
500.397 0.0192594 0.0077542
500.397 0.0207589 0.00820585
500.397 0.0224185 0.010078
500.397 0.0217515 0.0131142
500.397 0.0234447 0.0172994
500.397 0.0346412 0.0227897
500.896 0.0350676 0.0150981
500.896 0.0307344 0.0128333
500.896 0.0248407 0.0114639
500.896 0.0211672 0.0097639
500.896 0.0198965 0.00804755
500.896 0.0228704 0.00773836
500.896 0.0254386 0.00865776
500.896 0.024006 0.010574
500.896 0.0269672 0.0128479
500.896 0.0301152 0.0180105
500.896 0.0326471 0.0198611
501.446 0.0222105 0.0090389
501.446 0.0209703 0.00779057
501.446 0.0215824 0.00683692
501.446 0.0211821 0.00617387
501.446 0.0210999 0.0069352
501.446 0.0222352 0.0078398
501.446 0.0212856 0.0085557
501.446 0.0213686 0.00955933
501.446 0.0217587 0.0104243
501.446 0.0221004 0.0114093
501.446 0.0244335 0.0145255
501.446 0.0265436 0.0147923
502.096 0.0233709 0.0107471
502.096 0.0231126 0.00883599
502.096 0.0233115 0.008978
502.096 0.0224376 0.00810252
502.096 0.0214195 0.00705768
502.096 0.0216666 0.00707912
502.096 0.0204369 0.00708915
502.096 0.0203322 0.00649541
502.096 0.0204835 0.00694819
502.096 0.0202217 0.00737559
502.096 0.0212261 0.00800124
502.096 0.0223715 0.00891314
502.096 0.0236087 0.00969799
502.096 0.0247278 0.0124968
502.096 0.0265898 0.0137475
502.946 0.0437665 0.0213866
502.946 0.0394365 0.0189767
502.946 0.0339468 0.0174021
502.946 0.0287162 0.0143382
502.946 0.0261634 0.0128392
502.946 0.0247251 0.0114224
502.946 0.0237667 0.0083425
502.946 0.0245668 0.00755459
502.946 0.0248636 0.0060576
502.946 0.0247609 0.00594918
502.946 0.0234662 0.00532248
502.946 0.0217565 0.00636468
502.946 0.0205698 0.00745337
502.946 0.021319 0.00884787
502.946 0.0237906 0.0101936
502.946 0.0265324 0.0114644
502.946 0.0281846 0.0126715
503.846 0.0163437 0.0215587
503.846 0.0173576 0.0206197
503.846 0.0173584 0.0207444
503.846 0.0162249 0.0188733
503.846 0.0116675 0.0161507
503.846 0.0111763 0.0132563
503.846 0.0139178 0.0100927
503.846 0.0191541 0.00790559
503.846 0.0223223 0.00567984
503.846 0.0261095 0.00695419
503.846 0.027579 0.0070815
503.846 0.0263247 0.00722347
503.846 0.0244408 0.00679216
503.846 0.0225149 0.00846509
503.846 0.0224765 0.00991676
503.846 0.0240241 0.0115513
503.846 0.0250453 0.012274
503.846 0.0265349 0.0134645
503.846 0.0262558 0.0135362
504.796 0.029441 0.0156853
504.796 0.0275135 0.0149361
504.796 0.0260331 0.0137704
504.796 0.0246123 0.0125918
504.796 0.0246356 0.0106598
504.796 0.0241365 0.0096318
504.796 0.0244521 0.00812987
504.796 0.0240133 0.00684427
504.796 0.0231206 0.00529882
504.796 0.0219876 0.0055503
504.796 0.020176 0.00848853
504.796 0.0198535 0.0106285
504.796 0.020321 0.0133353
504.796 0.0229044 0.0161808
504.796 0.0269815 0.0206227
504.796 0.0319295 0.024579
504.796 0.0369144 0.0289344
504.796 0.0416921 0.0328669
505.696 0.054281 0.0569115
505.696 0.0494035 0.0519137
505.696 0.0440495 0.0444507
505.696 0.0396118 0.0382426
505.696 0.0345426 0.0321154
505.696 0.0295131 0.0255113
505.696 0.0250532 0.0184468
505.696 0.0215789 0.0119285
505.696 0.0202094 0.00491934
505.696 0.0212706 0.00841805
505.696 0.0258414 0.0164773
505.696 0.0313968 0.0276082
505.696 0.0391724 0.0373014
505.696 0.0474255 0.0473562
505.696 0.0569607 0.0577611
505.696 0.0659719 0.0682664
505.696 0.0756676 0.0793883
506.446 0.0725283 0.0777605
506.446 0.0625673 0.0666792
506.446 0.0519424 0.055123
506.446 0.0434584 0.0409756
506.446 0.0325973 0.0288854
506.446 0.0248766 0.016381
506.446 0.0204472 0.00795237
506.446 0.0223527 0.0150339
506.446 0.0299285 0.0269059
506.446 0.0394053 0.0397571
506.446 0.0503343 0.0533071
506.446 0.0618589 0.0670353
506.446 0.0739279 0.0812698
507.045 0.0661999 0.0756292
507.045 0.053444 0.0610258
507.045 0.0413927 0.0461224
507.045 0.0305636 0.0321974
507.045 0.0220861 0.0181771
507.045 0.0204633 0.00982124
507.045 0.025126 0.0179678
507.045 0.0335564 0.0312834
507.045 0.0441926 0.0457342
507.045 0.0556198 0.0602401
507.045 0.0685499 0.0755041
507.045 0.0804426 0.0896884
507.646 0.0614255 0.0717849
507.646 0.0494992 0.0576897
507.646 0.0383064 0.0434277
507.646 0.0287672 0.0293366
507.646 0.021134 0.0155248
507.646 0.019135 0.00481434
507.646 0.0237499 0.0145272
507.646 0.0326208 0.029299
507.646 0.0420363 0.0428602
507.646 0.0522711 0.0558786
507.646 0.0623464 0.0690444
507.646 0.0724312 0.0815747
507.646 0.0824945 0.0940062
507.646 0.091855 0.107529
508.396 0.053163 0.0604676
508.396 0.0419428 0.0488281
508.396 0.0349973 0.0379174
508.396 0.0277287 0.0283839
508.396 0.0225758 0.0193566
508.396 0.019799 0.010623
508.396 0.0194125 0.00510697
508.396 0.0218706 0.0107495
508.396 0.026276 0.0188545
508.396 0.0311694 0.0284393
508.396 0.0364282 0.0362638
508.396 0.0415278 0.0434169
508.396 0.0473816 0.0504081
508.396 0.0526585 0.0573928
509.045 0.0275483 0.031821
509.045 0.0232315 0.0198304
509.045 0.0213615 0.0136982
509.045 0.0197815 0.00991139
509.045 0.0189238 0.00609356
509.045 0.0189423 0.00576664
509.045 0.0190119 0.00873814
509.045 0.0195522 0.0133672
509.045 0.0206039 0.0167018
509.045 0.0222764 0.0198176
509.045 0.0234134 0.0226768
509.045 0.0247383 0.0250037
509.596 0.0161926 0.0179335
509.596 0.0151215 0.0114739
509.596 0.0160555 0.00919463
509.596 0.016655 0.00757892
509.596 0.0165812 0.00806648
509.596 0.0163974 0.00866447
509.596 0.0168366 0.0100013
509.596 0.0164491 0.0109159
509.596 0.0162373 0.0106659
509.596 0.016535 0.0100408
509.596 0.017402 0.00996174
510.145 0.028308 0.0354408
510.145 0.0281295 0.0343869
510.145 0.0238027 0.0242201
510.145 0.0183504 0.0156359
510.145 0.016434 0.0127088
510.145 0.0155436 0.0104722
510.145 0.0159423 0.0121533
510.145 0.0151713 0.0115543
510.145 0.0147819 0.0101886
510.145 0.015124 0.0114507
510.145 0.0153147 0.0120962
510.695 0.0258761 0.0286186
510.695 0.0263044 0.0268276
510.695 0.0226115 0.0214199
510.695 0.0175236 0.0146934
510.695 0.0141967 0.00896753
510.695 0.0198223 0.0162312
510.695 0.0246333 0.0232348
510.695 0.0261197 0.0250963
510.695 0.022289 0.0205345
510.695 0.0186131 0.0152085
510.695 0.0164871 0.0131526
511.295 0.0181785 0.0262304
511.295 0.0167603 0.0245792
511.295 0.0140793 0.0158712
511.295 0.0143003 0.0158867
511.295 0.0150741 0.0160513
511.295 0.0137966 0.0136866
511.295 0.0125115 0.0105727
511.295 0.0123823 0.0105743
511.295 0.0138831 0.0114313
511.295 0.0150455 0.0128576
511.295 0.0149389 0.01276
511.295 0.0133061 0.0110339
511.895 0.0128851 0.0209342
511.895 0.0150028 0.0227618
511.895 0.0132674 0.0146213
511.895 0.0140647 0.0139738
511.895 0.0145299 0.0144108
511.895 0.0136793 0.0129855
511.895 0.0137151 0.0135552
511.895 0.013471 0.0131272
511.895 0.0131516 0.0123874
511.895 0.0137908 0.0130909
511.895 0.0147495 0.0133906
511.895 0.0168632 0.0153831
512.495 0.016476 0.0232228
512.495 0.0203317 0.0135458
512.495 0.0210581 0.014554
512.495 0.0195932 0.0128053
512.495 0.0191163 0.0135409
512.495 0.0175734 0.0131311
512.495 0.0151802 0.013289
512.495 0.0135927 0.0142372
512.495 0.0133699 0.0139092
512.495 0.0146631 0.0160125
512.495 0.0159594 0.017408
512.495 0.01707 0.0182575
513.045 0.0177905 0.0252977
513.045 0.0114994 0.0176876
513.045 0.0110821 0.0166746
513.045 0.0109808 0.0134501
513.045 0.0114689 0.0122992
513.045 0.0125929 0.0114273
513.045 0.0137584 0.0104771
513.045 0.0155752 0.0102753
513.045 0.0140105 0.00977858
513.045 0.0128076 0.0101809
513.545 0.0129594 0.0228409
513.545 0.0109885 0.0115277
513.545 0.0104451 0.0100234
513.545 0.010359 0.0103837
513.545 0.0115853 0.0115815
513.545 0.0132221 0.0119497
513.545 0.0146929 0.0132648
513.545 0.0156821 0.0142552
513.545 0.0166285 0.0149916
513.545 0.0172299 0.0162577
513.995 0.0165776 0.0141399
513.995 0.0164683 0.0149175
513.995 0.01457 0.0132229
513.995 0.012458 0.0128949
513.995 0.0104361 0.0108515
513.995 0.00944607 0.0107866
513.995 0.0106289 0.0116859
513.995 0.0120056 0.0120581
513.995 0.0139095 0.0127509
514.445 0.0169649 0.014659
514.445 0.0156864 0.0142031
514.445 0.0145977 0.0132561
514.445 0.012695 0.0134701
514.445 0.0137192 0.0149621
514.445 0.0164873 0.0180371
514.445 0.019383 0.0198487
514.445 0.0234522 0.02326
514.845 0.0163651 0.0245073
514.845 0.021806 0.0163205
514.845 0.0200085 0.0155923
514.845 0.0165729 0.0151191
514.845 0.0126679 0.0142325
514.845 0.00947897 0.0129926
514.845 0.0117781 0.0117765
514.845 0.0144204 0.0113277
514.845 0.0194501 0.0119122
515.295 0.0218764 0.0180419
515.295 0.0163479 0.0132662
515.295 0.0136588 0.0133168
515.295 0.0118073 0.0138884
515.295 0.0159262 0.0140538
515.295 0.0194488 0.0153045
515.295 0.0204416 0.0159448
515.295 0.0182194 0.0171933
515.295 0.0172334 0.0181119
515.745 0.0143931 0.0185766
515.745 0.0171622 0.0148709
515.745 0.0194491 0.0152748
515.745 0.017753 0.0148658
515.745 0.0154473 0.0149459
515.745 0.0132058 0.0150094
515.745 0.0137537 0.0151249
515.745 0.0167898 0.0156323
515.745 0.0204291 0.0165858
516.195 0.0188967 0.0183629
516.195 0.0204402 0.0155297
516.195 0.0153287 0.0147402
516.195 0.0139418 0.0147068
516.195 0.013617 0.0154014
516.195 0.0149529 0.0169142
516.195 0.0174864 0.0197872
516.195 0.0196936 0.0208373
516.195 0.0180663 0.0285984
516.645 0.0148303 0.0154248
516.645 0.0143722 0.0151711
516.645 0.0125149 0.0151234
516.645 0.0127903 0.0147191
516.645 0.0135077 0.0149123
516.645 0.0141169 0.0150298
516.645 0.0146845 0.0156741
516.645 0.0155262 0.0159679
516.645 0.0136556 0.0245628
517.095 0.0115245 0.0163551
517.095 0.0124245 0.0132683
517.095 0.0132494 0.0133947
517.095 0.0134097 0.0136305
517.095 0.0139324 0.0139198
517.095 0.0136592 0.0139977
517.095 0.0140561 0.015073
517.095 0.0147653 0.0164098
517.095 0.0123355 0.0239824
517.594 0.0134011 0.0194184
517.594 0.0141019 0.0148707
517.594 0.0146417 0.0143939
517.594 0.0158736 0.0139114
517.594 0.0137086 0.0130915
517.594 0.0133151 0.0137268
517.594 0.0135817 0.0142126
517.594 0.0154888 0.0162303
517.594 0.0176407 0.0182347
517.594 0.021089 0.0259612
518.094 0.0240913 0.0251359
518.094 0.0256083 0.0248279
518.094 0.0203018 0.0215929
518.094 0.0162489 0.0176009
518.094 0.0126131 0.0142773
518.094 0.0121317 0.0136883
518.094 0.0137117 0.0137448
518.094 0.0166528 0.0152351
518.094 0.0192247 0.0179495
518.094 0.018485 0.0240395
518.594 0.0202223 0.0192227
518.594 0.0188056 0.0167793
518.594 0.0161169 0.0153205
518.594 0.0140843 0.0140957
518.594 0.0132481 0.0127705
518.594 0.0149704 0.0152646
518.594 0.0205076 0.018385
518.594 0.0230868 0.0206398
518.594 0.0180356 0.021943
518.594 0.0200739 0.0252253
518.594 0.0200414 0.0317165
519.144 0.0163156 0.023054
519.144 0.0153145 0.0188424
519.144 0.013529 0.0169161
519.144 0.013556 0.015701
519.144 0.0144313 0.0132135
519.144 0.0170996 0.0140748
519.144 0.0198099 0.0153087
519.144 0.0167017 0.0157107
519.144 0.0157552 0.0172489
519.144 0.0154229 0.0184585
519.144 0.0159923 0.0249288
519.694 0.0144972 0.0191723
519.694 0.0136656 0.0148368
519.694 0.0137275 0.0146897
519.694 0.0131628 0.0132287
519.694 0.0130399 0.0134171
519.694 0.0134668 0.0135054
519.694 0.0136056 0.0131875
519.694 0.0126239 0.0134207
519.694 0.0136438 0.0139427
519.694 0.0147813 0.0150574
519.694 0.015106 0.0211514
520.244 0.0169248 0.0160814
520.244 0.0170204 0.016397
520.244 0.0148663 0.0131079
520.244 0.0136683 0.0135492
520.244 0.013806 0.0132711
520.244 0.0130587 0.0126646
520.244 0.0132853 0.0133751
520.244 0.013837 0.0122368
520.244 0.0149495 0.01266
520.244 0.0166399 0.0137345
520.244 0.018341 0.0142088
520.794 0.0199679 0.0151262
520.794 0.0205719 0.0125671
520.794 0.0193034 0.0131565
520.794 0.0178702 0.0136946
520.794 0.0151472 0.0136204
520.794 0.0121763 0.0128802
520.794 0.0107232 0.0129364
520.794 0.0123629 0.012611
520.794 0.0143472 0.0122448
520.794 0.0187737 0.0127307
520.794 0.0226718 0.0126361
521.344 0.0271832 0.0148176
521.344 0.0249119 0.0114028
521.344 0.0206147 0.0120974
521.344 0.0181329 0.0129938
521.344 0.0145155 0.0132098
521.344 0.0142911 0.0135319
521.344 0.0165036 0.0144843
521.344 0.0196858 0.0140701
521.344 0.0237224 0.0144417
521.344 0.0272046 0.0148403
521.844 0.0241221 0.0165519
521.844 0.0176096 0.0160485
521.844 0.0128683 0.0151091
521.844 0.0129752 0.0153441
521.844 0.0177372 0.0152138
521.844 0.0214571 0.015063
521.844 0.0262494 0.0156763
521.844 0.0217763 0.0165107
521.844 0.0191372 0.0165585
521.844 0.0161717 0.0173073
522.294 0.0225579 0.017811
522.294 0.0274628 0.0178146
522.294 0.0310656 0.017195
522.294 0.0251765 0.0154247
522.294 0.0192686 0.0149231
522.294 0.0157383 0.0151452
522.294 0.0132921 0.0150323
522.294 0.0161188 0.0145746
522.294 0.0193119 0.0152269
522.744 0.0279368 0.0184604
522.744 0.0290003 0.0181228
522.744 0.0189027 0.0153613
522.744 0.0156048 0.0143472
522.744 0.0131454 0.013455
522.744 0.013618 0.013931
522.744 0.015009 0.0140246
522.744 0.0162984 0.0145187
523.144 0.0228334 0.025314
523.144 0.0205414 0.0175624
523.144 0.0150886 0.0153786
523.144 0.0133172 0.013676
523.144 0.0124939 0.0139681
523.144 0.0136896 0.0135796
523.144 0.0159231 0.0128183
523.144 0.0150147 0.0131285
523.544 0.0184149 0.0229603
523.544 0.0174186 0.0154745
523.544 0.0155525 0.0142061
523.544 0.0146172 0.0132922
523.544 0.0152291 0.0135393
523.544 0.0143592 0.0130577
523.544 0.0130562 0.0130568
523.544 0.0119604 0.0136743
523.944 0.0157631 0.0222178
523.944 0.017567 0.0145433
523.944 0.0183407 0.0133177
523.944 0.0142922 0.0126278
523.944 0.0120821 0.0124614
523.944 0.0132153 0.0134287
523.944 0.0176258 0.0147816
523.944 0.0203023 0.0163969
524.293 0.018912 0.0141106
524.293 0.0158805 0.0141981
524.293 0.0130195 0.0134402
524.293 0.0122279 0.0134776
524.293 0.0139487 0.013756
524.293 0.0161803 0.0147921
524.293 0.0171591 0.0152945
524.643 0.0157765 0.0139365
524.643 0.0144713 0.0146445
524.643 0.0122295 0.0131462
524.643 0.0115631 0.0133904
524.643 0.0129979 0.0143428
524.643 0.0136994 0.0155678
524.643 0.0153215 0.0162906
524.994 0.0160308 0.0221818
524.994 0.0138689 0.0168086
524.994 0.0146856 0.0155812
524.994 0.0156329 0.0149222
524.994 0.0154536 0.0156983
524.994 0.0150962 0.0168002
524.994 0.0160167 0.0176107
525.344 0.0169419 0.0215623
525.344 0.0164586 0.0156212
525.344 0.0156626 0.0152889
525.344 0.0158335 0.0156308
525.344 0.0165341 0.0162828
525.344 0.0191679 0.0186625
525.344 0.0215352 0.0205533
525.693 0.0209777 0.0221402
525.693 0.0207123 0.0165285
525.693 0.0179324 0.0159471
525.693 0.0163366 0.015736
525.693 0.019062 0.0166969
525.693 0.0222033 0.0176539
525.693 0.0255055 0.0205607
526.043 0.0303932 0.0158956
526.043 0.0263266 0.0158897
526.043 0.0218496 0.0168489
526.043 0.0162636 0.0167774
526.043 0.0204483 0.0181943
526.043 0.0311029 0.0203267
526.043 0.0396127 0.0233251
526.393 0.0423129 0.0179306
526.393 0.0322497 0.0172476
526.393 0.0237367 0.0163732
526.393 0.0211566 0.0159055
526.393 0.0301955 0.0161068
526.393 0.0403758 0.0181356
526.393 0.0349852 0.0227634
526.743 0.0267478 0.0191377
526.743 0.0165336 0.0176481
526.743 0.0275606 0.0170901
526.743 0.0402999 0.0169974
526.743 0.0356199 0.018123
526.743 0.0205803 0.0191037
526.743 0.0192803 0.021729
527.093 0.0360266 0.0191165
527.093 0.0504431 0.0189679
527.093 0.033437 0.017353
527.093 0.021105 0.0154136
527.093 0.017795 0.0166535
527.093 0.0260793 0.0185543
527.093 0.0353986 0.0214666
527.443 0.0413114 0.0204916
527.443 0.0258274 0.018629
527.443 0.0207725 0.0165971
527.443 0.018677 0.0158961
527.443 0.0205173 0.0184077
527.443 0.0240568 0.0210533
527.443 0.0254513 0.0242332
527.793 0.019002 0.020337
527.793 0.0173573 0.0186177
527.793 0.0174425 0.0162017
527.793 0.0180315 0.0153858
527.793 0.0188998 0.0177159
527.793 0.0196231 0.0205964
527.793 0.0203865 0.0236635
528.143 0.0206426 0.0206657
528.143 0.0222267 0.0197287
528.143 0.0206597 0.0173387
528.143 0.0178407 0.0157952
528.143 0.017945 0.0176708
528.143 0.018622 0.0204022
528.143 0.019125 0.0231675
528.493 0.0224668 0.020353
528.493 0.0259084 0.0193069
528.493 0.0228337 0.0169678
528.493 0.0197357 0.0165424
528.493 0.0187096 0.0179298
528.493 0.0209328 0.0203374
528.493 0.0248013 0.0237144
528.893 0.0290656 0.0216935
528.893 0.0239099 0.0210203
528.893 0.0186896 0.0183512
528.893 0.0181023 0.0170128
528.893 0.0205219 0.0170281
528.893 0.0250123 0.0181883
528.893 0.0243716 0.0200908
528.893 0.0214766 0.0232087
529.293 0.0155125 0.0206081
529.293 0.0153987 0.0203567
529.293 0.0188086 0.0185074
529.293 0.0228885 0.0182439
529.293 0.0263419 0.0169134
529.293 0.0214493 0.017143
529.293 0.0186158 0.0185019
529.293 0.0151319 0.0197245
529.293 0.0151772 0.0217129
529.743 0.0219992 0.0235172
529.743 0.0247076 0.0213126
529.743 0.025435 0.0194735
529.743 0.0236004 0.0170404
529.743 0.0191499 0.0158652
529.743 0.0168113 0.0156378
529.743 0.0155577 0.0162231
529.743 0.0161426 0.0176203
529.743 0.0155712 0.0182678
530.243 0.0216719 0.0218442
530.243 0.0216956 0.0213971
530.243 0.0200529 0.0192051
530.243 0.0202656 0.0181829
530.243 0.0183565 0.0170831
530.243 0.0185062 0.0165921
530.243 0.0194011 0.016577
530.243 0.019752 0.0169621
530.243 0.0199109 0.0173424
530.243 0.020308 0.0176762
530.243 0.0208377 0.0184744
530.793 0.0289189 0.0280301
530.793 0.0259082 0.0268774
530.793 0.0231754 0.0221455
530.793 0.0207061 0.0197221
530.793 0.0193172 0.0187669
530.793 0.0177368 0.0172776
530.793 0.0184768 0.0173995
530.793 0.0199396 0.0185134
530.793 0.0223203 0.0197955
530.793 0.0257721 0.0222684
530.793 0.0295158 0.0246369
530.793 0.0332905 0.0282056
531.493 0.0466064 0.0462701
531.493 0.0414979 0.0423619
531.493 0.036437 0.0388142
531.493 0.0312097 0.0339454
531.493 0.0251712 0.0266001
531.493 0.0201573 0.0226673
531.493 0.0158841 0.0195665
531.493 0.0146056 0.0193181
531.493 0.0181943 0.0216336
531.493 0.0233024 0.0262381
531.493 0.029974 0.0311687
531.493 0.0359359 0.0373914
531.493 0.0434893 0.0441763
531.493 0.0514904 0.0516129
531.493 0.0583121 0.0587185
531.493 0.0662181 0.0666852
532.343 0.0660819 0.0698633
532.343 0.0584345 0.0616992
532.343 0.0512464 0.054717
532.343 0.0440504 0.0470293
532.343 0.0374021 0.0396626
532.343 0.0313853 0.0331695
532.343 0.0299749 0.0251761
532.343 0.0270961 0.0220452
532.343 0.0254418 0.0215356
532.343 0.0274475 0.0243608
532.343 0.0335556 0.0323174
532.343 0.0392255 0.0396621
532.343 0.0464454 0.0480108
532.343 0.0530018 0.0564254
532.343 0.0608072 0.0653671
532.343 0.0697492 0.0751268
533.143 0.0715445 0.07925
533.143 0.0631042 0.0698257
533.143 0.0540941 0.0600955
533.143 0.0450027 0.0508234
533.143 0.036239 0.0420824
533.143 0.0280747 0.033456
533.143 0.0203752 0.027328
533.143 0.0140799 0.022181
533.143 0.0147829 0.021551
533.143 0.0209075 0.026856
533.143 0.0279681 0.0335469
533.143 0.0355718 0.0435938
533.143 0.0439569 0.0527384
533.143 0.052933 0.0625665
533.143 0.0611599 0.0710826
533.143 0.0703506 0.0813595
533.943 0.0697726 0.0747023
533.943 0.0610366 0.0651592
533.943 0.0527568 0.0558271
533.943 0.0441909 0.0463136
533.943 0.0363296 0.0375141
533.943 0.0290855 0.0293707
533.943 0.023337 0.0228084
533.943 0.0194015 0.0179567
533.943 0.0182721 0.017218
533.943 0.0233564 0.0218194
533.943 0.0287062 0.0287404
533.943 0.0363795 0.036957
533.943 0.0433838 0.0457219
533.943 0.0514118 0.055347
533.943 0.0597354 0.0647045
533.943 0.0679191 0.0742497
533.943 0.0755536 0.0830588
534.792 0.0677911 0.0742647
534.792 0.0592466 0.0645644
534.792 0.0511848 0.0553641
534.792 0.0425073 0.0459928
534.792 0.0364333 0.0379588
534.792 0.0287432 0.029963
534.792 0.0213157 0.0217105
534.792 0.016631 0.014871
534.792 0.0128245 0.0136452
534.792 0.0146109 0.0180314
534.792 0.0196051 0.0243203
534.792 0.0256983 0.0306482
534.792 0.0321306 0.0375887
534.792 0.0383839 0.0443222
534.792 0.0448949 0.0517153
534.792 0.0516516 0.0589643
534.792 0.0580119 0.0658295
535.642 0.0419738 0.0509627
535.642 0.0354804 0.0442183
535.642 0.0297321 0.0342204
535.642 0.0245981 0.0284714
535.642 0.0199649 0.0232962
535.642 0.0166874 0.0197727
535.642 0.0129498 0.0150843
535.642 0.0116816 0.0131381
535.642 0.012767 0.010954
535.642 0.0112633 0.0111602
535.642 0.012491 0.0142329
535.642 0.0138208 0.0165461
535.642 0.0158894 0.019056
535.642 0.0187122 0.0216808
535.642 0.0214188 0.0241788
536.342 0.0185483 0.0273873
536.342 0.0164942 0.0197302
536.342 0.0149132 0.0164763
536.342 0.0139029 0.0139798
536.342 0.014652 0.0129246
536.342 0.0158228 0.0119722
536.342 0.0179127 0.00954023
536.342 0.0163022 0.010251
536.342 0.0136781 0.00919068
536.342 0.0120576 0.0102111
536.342 0.012399 0.0101872
536.342 0.0112828 0.0102192
536.342 0.0139442 0.0111805
536.942 0.0189548 0.0206368
536.942 0.0222739 0.0133508
536.942 0.0227035 0.0105854
536.942 0.0256318 0.00927724
536.942 0.021686 0.00943137
536.942 0.0166806 0.00923178
536.942 0.0131881 0.00943276
536.942 0.0112484 0.0100045
536.942 0.0152457 0.0105387
536.942 0.0216498 0.0117073
536.942 0.0270608 0.0112243
536.942 0.0317946 0.0125482
537.492 0.0346096 0.012699
537.492 0.0257956 0.00931047
537.492 0.0198687 0.0089036
537.492 0.014234 0.00802689
537.492 0.0137482 0.00838065
537.492 0.0143598 0.00724389
537.492 0.0196849 0.00646963
537.492 0.0231139 0.0083447
537.492 0.0259985 0.00892634
537.492 0.0247108 0.0114995
537.992 0.0193336 0.0160047
537.992 0.010784 0.00854116
537.992 0.00963493 0.00846568
537.992 0.0124488 0.00791599
537.992 0.0210113 0.00863055
537.992 0.0277299 0.00916843
537.992 0.0274229 0.0111864
537.992 0.0219023 0.0136615
537.992 0.0184448 0.014095
537.992 0.0142999 0.0146477
538.492 0.0203972 0.0166801
538.492 0.0200672 0.0144308
538.492 0.025997 0.0139875
538.492 0.0279587 0.0117888
538.492 0.0211078 0.00923501
538.492 0.0179116 0.00913888
538.492 0.0139534 0.010068
538.492 0.012329 0.012055
538.492 0.0137349 0.0130888
538.492 0.0150776 0.0195437
538.942 0.0133446 0.00864555
538.942 0.0170814 0.00880229
538.942 0.0201674 0.00916773
538.942 0.0126374 0.00759857
538.942 0.0136978 0.0101195
538.942 0.0111376 0.010012
538.942 0.0107174 0.0104835
538.942 0.0118609 0.0115141
538.942 0.0110129 0.0180475
539.392 0.0147454 0.0120607
539.392 0.0149579 0.0113817
539.392 0.00994999 0.0089432
539.392 0.00931849 0.00820056
539.392 0.00772507 0.00763317
539.392 0.00808405 0.00832436
539.392 0.00813499 0.00980475
539.392 0.00817819 0.010495
539.392 0.00845567 0.0178893
539.842 0.0096273 0.0101871
539.842 0.0106893 0.0103932
539.842 0.00824525 0.00878216
539.842 0.00889361 0.00843482
539.842 0.00936409 0.00836674
539.842 0.00896586 0.00914021
539.842 0.00846747 0.00927809
539.842 0.00745835 0.0101381
539.842 0.00868234 0.017493
540.292 0.0163042 0.0159589
540.292 0.0175146 0.0170354
540.292 0.0157344 0.0152077
540.292 0.0097428 0.00942859
540.292 0.00742235 0.00780615
540.292 0.0067786 0.00840552
540.292 0.00549428 0.00813327
540.292 0.00744579 0.0106158
540.292 0.00733296 0.0169235
540.742 0.0154274 0.0175991
540.742 0.0124364 0.0158904
540.742 0.0107302 0.0141141
540.742 0.00934624 0.0102661
540.742 0.015404 0.014029
540.742 0.0165634 0.015376
540.742 0.0241847 0.0259319
540.742 0.0226643 0.0253442
541.142 0.0191429 0.017778
541.142 0.0129087 0.0129738
541.142 0.00910528 0.00910522
