# ts rotation(%) translation(%)
639.234 0.031843 0.0226929
639.234 0.0253448 0.0194724
639.734 0.0190319 0.0250052
639.734 0.0221139 0.0229775
639.734 0.0321556 0.0211964
639.734 0.0335426 0.0190408
639.734 0.0327305 0.0178436
639.734 0.0287758 0.0175153
639.734 0.0238213 0.0164184
639.734 0.0194411 0.0149659
639.734 0.0150495 0.0162091
639.734 0.015949 0.0162324
640.234 0.0187758 0.0255593
640.234 0.0228076 0.0237754
640.234 0.0272082 0.022469
640.234 0.0278443 0.0208631
640.234 0.0235798 0.0180654
640.234 0.0197412 0.0155916
640.234 0.0159391 0.0131166
640.234 0.0129473 0.0132834
640.234 0.012602 0.0144146
640.234 0.0167083 0.0162617
640.734 0.0201041 0.0239059
640.734 0.0236548 0.0240103
640.734 0.024167 0.0231295
640.734 0.0283255 0.0215185
640.734 0.0245345 0.0191857
640.734 0.020473 0.0161712
640.734 0.0168421 0.0138208
640.734 0.0158412 0.0134294
640.734 0.0149104 0.0135999
640.734 0.0149351 0.0134653
641.184 0.0192381 0.0223477
641.184 0.0237937 0.0212479
641.184 0.0212436 0.0191584
641.184 0.0202322 0.0186461
641.184 0.0173362 0.0159143
641.184 0.0188566 0.0160829
641.184 0.0176095 0.0157936
641.184 0.0170937 0.0157788
641.184 0.0185218 0.0175997
641.634 0.0170497 0.0226973
641.634 0.0227623 0.0220145
641.634 0.0202329 0.0198941
641.634 0.0192847 0.0180026
641.634 0.0179876 0.0162667
641.634 0.0172312 0.0153046
641.634 0.0164143 0.0161175
641.634 0.0152645 0.0164895
641.634 0.0153418 0.0172914
642.084 0.0160711 0.0228868
642.084 0.0191031 0.0216979
642.084 0.0193514 0.0202962
642.084 0.0191275 0.0181186
642.084 0.0191115 0.0168962
642.084 0.0173547 0.0155803
642.084 0.0163853 0.0158804
642.084 0.01616 0.0166828
642.084 0.0162319 0.0174272
642.534 0.0147742 0.0232037
642.534 0.0165226 0.0223501
642.534 0.0171081 0.0208401
642.534 0.020521 0.0195949
642.534 0.0177002 0.0171762
642.534 0.0175676 0.0157822
642.534 0.017944 0.0159275
642.534 0.0188109 0.0170041
642.534 0.020297 0.0183229
642.983 0.014031 0.0245024
642.983 0.0155169 0.0222457
642.983 0.0159078 0.0204508
642.983 0.0190192 0.0204182
642.983 0.0187007 0.0184088
642.983 0.0191794 0.0174943
642.983 0.0214055 0.0187141
642.983 0.0236695 0.0195915
642.983 0.0278193 0.0223106
643.434 0.0178675 0.0278474
643.434 0.0161534 0.0217795
643.434 0.0161344 0.0206148
643.434 0.0196075 0.0196668
643.434 0.0198377 0.0188579
643.434 0.0213915 0.020379
643.434 0.0240852 0.0232807
643.434 0.0299081 0.0272283
643.434 0.0365258 0.0324073
643.933 0.0307832 0.0435319
643.933 0.024423 0.0372704
643.933 0.0198199 0.0269627
643.933 0.0191426 0.0225934
643.933 0.018845 0.019789
643.933 0.019991 0.0198196
643.933 0.023721 0.0244948
643.933 0.0301784 0.0311835
643.933 0.0388144 0.0395454
643.933 0.0485174 0.0493313
644.433 0.042701 0.0586129
644.433 0.0323105 0.0483883
644.433 0.026908 0.0338601
644.433 0.0211949 0.0254472
644.433 0.0178881 0.0190818
644.433 0.0193749 0.0194247
644.433 0.0242989 0.0276925
644.433 0.0342577 0.0390403
644.433 0.0464613 0.0521962
644.433 0.0594732 0.0665033
644.933 0.052865 0.0737526
644.933 0.039655 0.05964
644.933 0.0284151 0.0447387
644.933 0.0221227 0.0279699
644.933 0.017296 0.0195795
644.933 0.0199381 0.0205482
644.933 0.0271091 0.0309438
644.933 0.038293 0.0453434
644.933 0.0512035 0.0602909
644.933 0.0640101 0.0755106
645.433 0.0561936 0.0767544
645.433 0.0424629 0.0607437
645.433 0.0298538 0.0423874
645.433 0.0200358 0.0288613
645.433 0.0144558 0.0183307
645.433 0.0187585 0.0196902
645.433 0.0277126 0.0313211
645.433 0.039262 0.0458824
645.433 0.0513386 0.0613223
645.433 0.0639935 0.0777377
645.883 0.0426402 0.0591918
645.883 0.0309492 0.0417934
645.883 0.0222405 0.028286
645.883 0.0159982 0.0199129
645.883 0.0179243 0.0180108
645.883 0.024979 0.0264872
645.883 0.0329267 0.0372628
645.883 0.0414018 0.049247
645.883 0.0495451 0.0610309
646.333 0.0328961 0.0464771
646.333 0.0257549 0.0336731
646.333 0.0199067 0.0251783
646.333 0.0179482 0.020842
646.333 0.0207524 0.0196035
646.333 0.0238243 0.0218829
646.333 0.027925 0.0279767
646.333 0.0324751 0.0349538
646.333 0.0365614 0.0424711
646.783 0.0330033 0.0427495
646.783 0.0299808 0.0314542
646.783 0.0269669 0.0235521
646.783 0.0223906 0.0181375
646.783 0.0214196 0.0184115
646.783 0.02285 0.0208095
646.783 0.0251679 0.0264409
646.783 0.0289339 0.0333148
647.183 0.0270526 0.0393196
647.183 0.0250475 0.02862
647.183 0.0224285 0.0204769
647.183 0.0204007 0.0183596
647.183 0.0192268 0.0174695
647.183 0.0205238 0.0189767
647.183 0.0230131 0.0226364
647.183 0.0241505 0.0267433
647.583 0.0258717 0.0376409
647.583 0.0227778 0.027534
647.583 0.0225626 0.0218193
647.583 0.0176521 0.0185294
647.583 0.0152042 0.0162862
647.583 0.0152248 0.0161694
647.583 0.0174236 0.0173519
647.583 0.0211699 0.0200243
647.983 0.0193568 0.0311666
647.983 0.0155946 0.0219931
647.983 0.0175793 0.0180771
647.983 0.0131733 0.0162094
647.983 0.0138673 0.0158575
647.983 0.0151835 0.0167696
647.983 0.0179309 0.0167581
647.983 0.0205104 0.0175003
648.383 0.0172892 0.0224206
648.383 0.0174728 0.0210521
648.383 0.0147925 0.0191235
648.383 0.0134324 0.0161363
648.383 0.0141206 0.0160938
648.383 0.0152574 0.0169521
648.383 0.0170803 0.0181029
648.383 0.0169694 0.0257693
648.733 0.0166198 0.020444
648.733 0.0188743 0.0208688
648.733 0.0171719 0.0178621
648.733 0.0153428 0.0175036
648.733 0.0150874 0.018789
648.733 0.0142365 0.018156
648.733 0.0136203 0.0239451
649.083 0.0167317 0.018596
649.083 0.0208342 0.0169209
649.083 0.0170528 0.0176033
649.083 0.0144905 0.0173551
649.083 0.0153394 0.0196754
649.083 0.0150263 0.0204156
649.083 0.0196554 0.0284267
649.433 0.0213508 0.0211481
649.433 0.0222869 0.0186288
649.433 0.016296 0.0178848
649.433 0.0130596 0.0177088
649.433 0.0142579 0.0184387
649.433 0.0152766 0.0229146
649.433 0.0193477 0.0251644
649.783 0.0263487 0.0216134
649.783 0.0197094 0.0177233
649.783 0.0159011 0.0175592
649.783 0.0130259 0.0180189
649.783 0.0145608 0.0186298
649.783 0.0225352 0.0249682
649.783 0.0244787 0.0253094
650.133 0.0273661 0.0204349
650.133 0.0167588 0.0183835
650.133 0.0128732 0.0179315
650.133 0.0124305 0.0185404
650.133 0.0168298 0.0182
650.133 0.019436 0.0233303
650.433 0.0247443 0.0217494
650.433 0.0143394 0.0182187
650.433 0.0130033 0.0176131
650.433 0.0146066 0.0180151
650.433 0.0154366 0.0187222
650.433 0.0183519 0.0192826
650.733 0.0193416 0.0195983
650.733 0.0143358 0.0165587
650.733 0.01397 0.0163254
650.733 0.0154652 0.0181543
650.733 0.0168011 0.0194293
650.733 0.0185498 0.0193957
651.033 0.0204187 0.0209905
651.033 0.0215095 0.0185458
651.033 0.0169968 0.0165309
651.033 0.014506 0.0161488
651.033 0.0150147 0.0167901
651.033 0.0186051 0.0177973
651.333 0.0219972 0.0261716
651.333 0.0267434 0.0178621
651.333 0.019439 0.0158776
651.333 0.0193773 0.0192531
651.333 0.018294 0.021332
651.333 0.0199978 0.0219217
651.633 0.0209575 0.0276899
651.633 0.0245268 0.0206906
651.633 0.0198774 0.0170004
651.633 0.0153554 0.0173397
651.633 0.0133224 0.0177833
651.633 0.0147297 0.0187777
651.933 0.0210226 0.0208965
651.933 0.028979 0.0199647
651.933 0.0189551 0.0182821
651.933 0.0149294 0.0191895
651.933 0.0133669 0.0194077
651.933 0.0142249 0.0203143
652.233 0.0197394 0.0282785
652.233 0.0287592 0.0200331
652.233 0.0174299 0.018049
652.233 0.0157997 0.0192128
652.233 0.0147385 0.0203866
652.233 0.0162017 0.0206697
652.533 0.0190362 0.0283164
652.533 0.021797 0.0185676
652.533 0.0190457 0.0196945
652.533 0.0174225 0.0204027
652.533 0.0143949 0.0207256
652.533 0.0153269 0.0223715
652.833 0.0197268 0.0276991
652.833 0.0265435 0.0261624
652.833 0.0214684 0.0198539
652.833 0.0189625 0.0207934
652.833 0.0141812 0.0208378
652.833 0.0168509 0.020625
653.133 0.0205614 0.026927
653.133 0.032695 0.0220417
653.133 0.0238645 0.0206438
653.133 0.0185849 0.0214536
653.133 0.0159788 0.0217794
653.133 0.0203713 0.0239915
653.432 0.027248 0.0253821
653.432 0.0368233 0.0223334
653.432 0.0229643 0.0198466
653.432 0.0186916 0.0207144
653.432 0.0158577 0.0208981
653.432 0.0214253 0.0216439
653.732 0.0328744 0.0284882
653.732 0.0375149 0.0259454
653.732 0.0284687 0.0208613
653.732 0.0187749 0.020135
653.732 0.0162544 0.0210251
653.732 0.0191791 0.0228486
654.032 0.0273509 0.0269192
654.032 0.0398775 0.0256547
654.032 0.0294969 0.0209013
654.032 0.0216016 0.0212186
654.032 0.0162536 0.0217015
654.032 0.0178708 0.0221744
654.032 0.0231891 0.0237486
654.382 0.0337227 0.0291243
654.382 0.0353504 0.0245574
654.382 0.019384 0.0212654
654.382 0.0173078 0.0205885
654.382 0.0191476 0.0208368
654.382 0.0214294 0.0234052
654.382 0.0247513 0.0255921
654.732 0.0266222 0.0268321
654.732 0.0170556 0.0184492
654.732 0.0152986 0.0183787
654.732 0.0168939 0.0196841
654.732 0.0199374 0.0209006
654.732 0.0224811 0.0230248
654.732 0.0275052 0.0256466
655.082 0.0305483 0.0227495
655.082 0.0252317 0.0181505
655.082 0.018634 0.0179839
655.082 0.0151212 0.0193185
655.082 0.0202524 0.020333
655.082 0.0285167 0.0224813
655.082 0.0331564 0.0256129
655.432 0.0415636 0.0226364
655.432 0.0304521 0.0168159
655.432 0.0211961 0.0178014
655.432 0.0163707 0.0193938
655.432 0.0200779 0.0200543
655.432 0.0271134 0.0211592
655.432 0.0300181 0.024061
655.782 0.0316168 0.0246536
655.782 0.0277018 0.0164416
655.782 0.0223686 0.0183842
655.782 0.0176412 0.0197966
655.782 0.0173559 0.0220549
655.782 0.0228251 0.0239265
655.782 0.02722 0.027435
656.182 0.0286901 0.0232967
656.182 0.0269526 0.013571
656.182 0.0216394 0.0150534
656.182 0.0166146 0.0169543
656.182 0.0164837 0.0196736
656.182 0.0187847 0.0227033
656.182 0.0263047 0.0262541
656.182 0.043179 0.0329089
656.582 0.0267224 0.0166044
656.582 0.0192884 0.0122394
656.582 0.0159486 0.0146498
656.582 0.0154618 0.0166611
656.582 0.0196328 0.0208814
656.582 0.0234249 0.0252102
656.582 0.0275588 0.0301134
656.582 0.0419701 0.0373241
656.582 0.0308983 0.0451743
657.032 0.0174879 0.0167827
657.032 0.0135168 0.0142657
657.032 0.0124323 0.0145404
657.032 0.0145809 0.016694
657.032 0.0202931 0.0223636
657.032 0.0247604 0.0287901
657.032 0.0297524 0.035463
657.032 0.0437691 0.0441434
657.032 0.0490398 0.0511377
657.482 0.0127143 0.0152436
657.482 0.0102637 0.010838
657.482 0.00980977 0.0113984
657.482 0.013623 0.0161909
657.482 0.0191708 0.0225796
657.482 0.0247893 0.0302473
657.482 0.0310073 0.0387514
657.482 0.0454625 0.0483795
657.482 0.0534367 0.057554
657.982 0.0197504 0.027583
657.982 0.0150128 0.0193635
657.982 0.0119233 0.0121705
657.982 0.0111278 0.0109645
657.982 0.0143743 0.0149889
657.982 0.0205695 0.0228163
657.982 0.0271236 0.0306813
657.982 0.0342588 0.0400705
657.982 0.0503035 0.0510544
657.982 0.0580087 0.0610019
658.482 0.0143376 0.0340297
658.482 0.0235518 0.0244229
658.482 0.0178597 0.0152834
658.482 0.0144616 0.0110271
658.482 0.0141132 0.0140906
658.482 0.0200244 0.0228409
658.482 0.0284349 0.0329543
658.482 0.037701 0.0426022
658.482 0.0482692 0.0536212
658.482 0.0633603 0.0661158
658.482 0.0733934 0.0768979
659.031 0.0170549 0.0368107
659.031 0.0286195 0.0276605
659.031 0.0211495 0.0171527
659.031 0.0164887 0.0116386
659.031 0.0142047 0.0141737
659.031 0.0205782 0.0232435
659.031 0.0313724 0.034177
659.031 0.0423257 0.0449284
659.031 0.0532808 0.0558005
659.031 0.07176 0.0687995
659.031 0.0830558 0.0793894
659.582 0.0385711 0.0351254
659.582 0.0286998 0.0255434
659.582 0.0192704 0.0161917
659.582 0.0126046 0.0117925
659.582 0.0126906 0.0132833
659.582 0.0212594 0.0205017
659.582 0.0320456 0.0293485
659.582 0.0409419 0.0364608
659.582 0.0499964 0.0442025
659.582 0.0592149 0.0531486
659.582 0.0670541 0.0594307
660.131 0.0235827 0.0146628
660.131 0.0189179 0.0128809
660.131 0.015269 0.0126335
660.131 0.0135688 0.013226
660.131 0.0183016 0.0148373
660.131 0.022696 0.0183257
660.131 0.0258039 0.0222527
660.131 0.0292489 0.0242504
660.131 0.0323863 0.0277217
660.131 0.0324587 0.0291642
660.131 0.0183545 0.0275589
660.681 0.028434 0.0267248
660.681 0.0263672 0.024201
660.681 0.0245383 0.0221002
660.681 0.02236 0.0200156
660.681 0.0199248 0.0178182
660.681 0.0163964 0.0160428
660.681 0.0146902 0.0141292
660.681 0.0141398 0.0129208
660.681 0.0147273 0.0175537
660.681 0.0212921 0.0252243
660.681 0.0249473 0.030226
661.231 0.0477872 0.0510767
661.231 0.0412681 0.0435779
661.231 0.0346389 0.0361053
661.231 0.0277211 0.0284846
661.231 0.0216087 0.0202442
661.231 0.0164949 0.0151059
661.231 0.0173944 0.0145637
661.231 0.0217771 0.0210756
661.231 0.0320511 0.0316785
661.231 0.0463698 0.0424239
661.231 0.0454429 0.0613941
661.782 0.0641405 0.0657482
661.782 0.0532749 0.0540787
661.782 0.0412702 0.043233
661.782 0.0313227 0.0323078
661.782 0.0222678 0.0226776
661.782 0.0186709 0.0148546
661.782 0.0225192 0.0137501
661.782 0.0301374 0.0220681
661.782 0.0420658 0.0336445
661.782 0.057618 0.0447168
661.782 0.043933 0.0607266
662.331 0.0545436 0.0525008
662.331 0.0433488 0.0430099
662.331 0.0333339 0.0347661
662.331 0.0262824 0.0269555
662.331 0.0189878 0.0202757
662.331 0.0220711 0.0156784
662.331 0.0294438 0.0139767
662.331 0.0353174 0.016614
662.331 0.0452759 0.0242501
662.331 0.0275378 0.0353412
662.831 0.0512753 0.046235
662.831 0.0427261 0.038437
662.831 0.0342178 0.0312915
662.831 0.0264494 0.024356
662.831 0.0193292 0.0182852
662.831 0.0218243 0.0141772
662.831 0.0267696 0.0129036
662.831 0.0353812 0.0185505
662.831 0.0247116 0.029009
662.831 0.0214895 0.035651
663.332 0.0455725 0.0387463
663.332 0.0371221 0.032596
663.332 0.0305076 0.0270586
663.332 0.0242031 0.021619
663.332 0.0202188 0.016842
663.332 0.0198994 0.0139741
663.332 0.0250921 0.0129903
663.332 0.0244116 0.0155608
663.332 0.0204506 0.0240347
663.332 0.0178089 0.0287503
663.832 0.0338622 0.029363
663.832 0.0289827 0.0249788
663.832 0.0237301 0.0208557
663.832 0.0182506 0.0178145
663.832 0.0145959 0.0153413
663.832 0.0128915 0.0135541
663.832 0.0166848 0.0127941
663.832 0.0167846 0.0125172
663.832 0.0180851 0.0149031
663.832 0.0168456 0.0215062
663.832 0.0138234 0.0222596
664.381 0.0249873 0.0207343
664.381 0.0217524 0.0192878
664.381 0.0185764 0.0177301
664.381 0.0157909 0.0166371
664.381 0.013685 0.0156034
664.381 0.0139456 0.0147658
664.381 0.0139527 0.0129288
664.381 0.017281 0.0139286
664.381 0.0154051 0.0204898
664.381 0.0119344 0.0208198
664.381 0.0101782 0.0225506
664.931 0.028498 0.027603
664.931 0.0242002 0.02464
664.931 0.0202049 0.0220383
664.931 0.0159128 0.0194935
664.931 0.0134589 0.01732
664.931 0.0143488 0.0162457
664.931 0.0156227 0.0159907
664.931 0.0156863 0.0226137
664.931 0.0137379 0.0247022
664.931 0.0158816 0.0295088
664.931 0.0195475 0.0337495
665.481 0.039638 0.042313
665.481 0.0331804 0.0361132
665.481 0.0262798 0.0295508
665.481 0.0194068 0.0228
665.481 0.013342 0.0175635
665.481 0.01199 0.0141789
665.481 0.0164002 0.0179082
665.481 0.013317 0.0263787
665.481 0.0180916 0.0341623
665.481 0.0261359 0.0424107
665.481 0.0348153 0.0517147
666.031 0.0504474 0.0577313
666.031 0.0407163 0.0465562
666.031 0.0312329 0.0357485
666.031 0.022018 0.0250753
666.031 0.0128022 0.0162421
666.031 0.0107863 0.0140903
666.031 0.0187952 0.0240291
666.031 0.0285798 0.0366483
666.031 0.031698 0.049708
666.031 0.0427806 0.0627364
666.031 0.0541449 0.0763185
666.581 0.0619358 0.0741252
666.581 0.047392 0.0577143
666.581 0.0351307 0.0426328
666.581 0.0235738 0.0272586
666.581 0.0146956 0.0145665
666.581 0.0125515 0.0133994
666.581 0.0194588 0.026429
666.581 0.0305153 0.040752
666.581 0.0379195 0.0549872
666.581 0.0491325 0.0695251
666.581 0.06234 0.0846206
667.131 0.0500372 0.0631682
667.131 0.0389803 0.0483554
667.131 0.0293956 0.0344421
667.131 0.0209602 0.0227341
667.131 0.0139058 0.0136143
667.131 0.00935025 0.0120357
667.131 0.0141926 0.0200543
667.131 0.0206407 0.0293308
667.131 0.0257344 0.0385346
667.131 0.030989 0.0462679
667.131 0.0354733 0.0538582
667.681 0.0261587 0.0309217
667.681 0.0215352 0.0241216
667.681 0.0177928 0.0191217
667.681 0.0149782 0.015427
667.681 0.0132437 0.0130907
667.681 0.0123994 0.0127819
667.681 0.0110982 0.0145471
667.681 0.0119681 0.0159718
667.681 0.010903 0.0199649
667.681 0.0116555 0.0212664
668.181 0.015663 0.0173119
668.181 0.0148218 0.0152856
668.181 0.0136901 0.0133362
668.181 0.0124157 0.0123706
668.181 0.0131506 0.0127487
668.181 0.0141079 0.0133575
668.181 0.013001 0.0156584
668.181 0.0151506 0.0163902
668.181 0.0164323 0.0222052
668.181 0.0178637 0.0227804
668.181 0.0199168 0.0237203
668.731 0.0156957 0.0175769
668.731 0.0139779 0.0157679
668.731 0.0119844 0.0133047
668.731 0.0111351 0.0118958
668.731 0.013267 0.0126812
668.731 0.0144907 0.0141401
668.731 0.0169039 0.016298
668.731 0.0195869 0.0187641
668.731 0.0234601 0.0208535
668.731 0.0266933 0.0236373
668.731 0.0286766 0.0330138
668.731 0.0325684 0.036399
668.731 0.0364271 0.0404934
669.481 0.028264 0.0318839
669.481 0.0237392 0.028267
669.481 0.0198522 0.0240853
669.481 0.0163821 0.0192428
669.481 0.0131352 0.0163745
669.481 0.0114055 0.0136654
669.481 0.0125344 0.0122427
669.481 0.0147212 0.0135305
669.481 0.016582 0.0155854
669.481 0.0195929 0.0191369
669.481 0.0228461 0.0225293
669.481 0.0265418 0.0272373
669.481 0.0299119 0.0313615
669.481 0.0345249 0.0364854
669.481 0.0372432 0.0436082
669.481 0.041106 0.0485593
669.481 0.0453081 0.0529786
669.481 0.04898 0.0577686
669.481 0.0526745 0.0626591
670.631 0.0409242 0.0496482
670.631 0.0371395 0.045212
670.631 0.0330843 0.0408411
670.631 0.029521 0.0365322
670.631 0.0255234 0.0325227
670.631 0.0222083 0.0280085
670.631 0.0186395 0.023995
670.631 0.015392 0.0195472
670.631 0.0148921 0.0161417
670.631 0.0135288 0.0130783
670.631 0.0148171 0.0124518
670.631 0.0162229 0.0127248
670.631 0.0181183 0.0143088
670.631 0.0203638 0.0175
670.631 0.0224599 0.0202045
670.631 0.0242982 0.0240511
670.631 0.0271193 0.0283556
670.631 0.0291679 0.0324603
670.631 0.0321576 0.0365118
670.631 0.0350636 0.0407979
670.631 0.0383011 0.0445728
670.631 0.0427409 0.0536415
670.631 0.0461418 0.057848
671.83 0.0406678 0.0509709
671.83 0.0373497 0.0465873
671.83 0.0333686 0.0423959
671.83 0.0299963 0.0380608
671.83 0.026716 0.033718
671.83 0.0238763 0.0302959
671.83 0.0208614 0.0267678
671.83 0.017846 0.0230706
671.83 0.0150599 0.0193137
671.83 0.0123816 0.0158404
671.83 0.0123236 0.013736
671.83 0.0126989 0.0119421
671.83 0.0147786 0.0124323
671.83 0.0167492 0.0137089
671.83 0.0185936 0.0164358
671.83 0.0203838 0.0184871
671.83 0.022469 0.0229973
671.83 0.0242888 0.0263918
671.83 0.0275178 0.0350474
671.83 0.0310669 0.0385406
672.581 0.0247929 0.0312665
672.581 0.0217873 0.0270199
672.581 0.0185613 0.023415
672.581 0.0154878 0.0199371
672.581 0.0126591 0.0160709
672.581 0.00998801 0.0131195
672.581 0.00947989 0.0110748
672.581 0.0112858 0.0119312
672.581 0.0134507 0.0135132
672.581 0.0156601 0.016016
672.581 0.018263 0.0190147
672.581 0.021702 0.0243143
672.581 0.0248304 0.0277959
672.581 0.0279184 0.0369825
673.231 0.0275647 0.0349147
673.231 0.023144 0.0291479
673.231 0.0185726 0.0240325
673.231 0.014262 0.01845
673.231 0.010565 0.0138634
673.231 0.00900047 0.0105583
673.231 0.010484 0.0104324
673.231 0.0129194 0.0132723
673.231 0.0158458 0.016879
673.231 0.0192998 0.0213825
673.231 0.0234871 0.0278406
673.231 0.0278039 0.0361884
673.781 0.0224241 0.0299045
673.781 0.0184615 0.0242396
673.781 0.0147867 0.0198153
673.781 0.0116787 0.0149968
673.781 0.00987868 0.0105782
673.781 0.0106617 0.0103911
673.781 0.0130349 0.0132911
673.781 0.0157798 0.0166012
673.781 0.0195034 0.0217681
673.781 0.0244481 0.0329778
674.281 0.0204239 0.0288049
674.281 0.0168871 0.0230356
674.281 0.0138207 0.0186402
674.281 0.012391 0.0145059
674.281 0.0106073 0.0114283
674.281 0.010477 0.0106528
674.281 0.0125325 0.013075
674.281 0.0153785 0.0164686
674.281 0.0162174 0.0186613
674.281 0.0205758 0.0291222
674.781 0.017127 0.0231732
674.781 0.0149892 0.0197654
674.781 0.0131146 0.0167678
674.781 0.0119573 0.01509
674.781 0.0109393 0.0134975
674.781 0.0114752 0.0133507
674.781 0.0129353 0.0131278
674.781 0.0144488 0.014385
674.781 0.0170869 0.0235012
674.781 0.0185591 0.0254657
675.281 0.0182247 0.0200912
675.281 0.0169818 0.0188409
675.281 0.0153249 0.0174467
675.281 0.0135652 0.0148557
675.281 0.0138286 0.0137944
675.281 0.0146128 0.0124325
675.281 0.0146066 0.0120297
675.281 0.0139531 0.0172312
675.281 0.0125574 0.0205149
675.281 0.0134239 0.0210429
675.781 0.0150696 0.0184696
675.781 0.0135148 0.0175182
675.781 0.0126026 0.016785
675.781 0.0130711 0.015626
675.781 0.0132533 0.0147418
675.781 0.0128362 0.0148335
675.781 0.0136933 0.0155731
675.781 0.0153867 0.0191446
675.781 0.015573 0.0209488
675.781 0.0169948 0.0210784
676.281 0.0175835 0.0193812
676.281 0.0163999 0.0186784
676.281 0.0154028 0.0182068
676.281 0.0135931 0.0162713
676.281 0.0137805 0.0166262
676.281 0.0138338 0.0152681
676.281 0.0152101 0.0146827
676.281 0.0161911 0.019558
676.281 0.0175713 0.0229277
676.281 0.0199936 0.0240331
676.781 0.0174548 0.0192206
676.781 0.017727 0.0196772
676.781 0.0163595 0.0188921
676.781 0.0149726 0.0173416
676.781 0.0161566 0.0172937
676.781 0.0165005 0.0173984
676.781 0.0184116 0.0178656
676.781 0.01892 0.0212707
676.781 0.0192832 0.0228984
676.781 0.0199674 0.023507
677.28 0.0201096 0.0216332
677.28 0.0218138 0.0198973
677.28 0.0200523 0.0189425
677.28 0.0183929 0.0183049
677.28 0.0178543 0.0180655
677.28 0.0169523 0.0174906
677.28 0.0181325 0.0180011
677.28 0.020165 0.0222189
677.28 0.0214814 0.0221
677.28 0.0217227 0.0243261
677.28 0.0223418 0.0243152
677.831 0.0248483 0.0215618
677.831 0.0267876 0.0205061
677.831 0.0240718 0.0199124
677.831 0.0218817 0.0190242
677.831 0.0194036 0.0181922
677.831 0.0182433 0.0186564
677.831 0.0171281 0.0189309
677.831 0.0182076 0.0227706
677.831 0.0200929 0.0235774
677.831 0.0214091 0.02352
677.831 0.0231452 0.0263309
678.38 0.0228961 0.0184497
678.38 0.0227836 0.0179372
678.38 0.0200634 0.0182432
678.38 0.0174214 0.0165777
678.38 0.0156747 0.016727
678.38 0.0157461 0.0159067
678.38 0.0210444 0.0163795
678.38 0.0236139 0.0151153
678.38 0.0261767 0.0155303
678.38 0.0281733 0.0194004
678.38 0.0252149 0.0179658
678.38 0.022705 0.0247352
679.031 0.0228703 0.0149147
679.031 0.0195049 0.0150275
679.031 0.0175089 0.0164787
679.031 0.015771 0.017411
679.031 0.0156888 0.0166995
679.031 0.0165802 0.01583
679.031 0.0155051 0.0153099
679.031 0.0170139 0.0124801
679.031 0.0198413 0.0121519
679.031 0.0235977 0.0126164
679.031 0.0269946 0.0124775
679.031 0.0257801 0.0177264
679.031 0.0251225 0.0178883
679.73 0.0227052 0.0142871
679.73 0.0200948 0.015142
679.73 0.0178604 0.0145919
679.73 0.0171499 0.0153745
679.73 0.0137459 0.0145873
679.73 0.0130885 0.0147736
679.73 0.0142787 0.0154969
679.73 0.0138955 0.014374
679.73 0.0154237 0.0155486
679.73 0.0172353 0.0148659
679.73 0.0170092 0.0153761
679.73 0.0189301 0.0147941
679.73 0.0186069 0.022109
679.73 0.0194625 0.0230417
679.73 0.0187494 0.0222256
680.48 0.0165928 0.0151613
680.48 0.0156978 0.0158125
680.48 0.0152372 0.0150764
680.48 0.0130904 0.0153109
680.48 0.0131668 0.0147162
680.48 0.0128414 0.0149448
680.48 0.0130662 0.0144043
680.48 0.0132155 0.0146186
680.48 0.0136123 0.0137709
680.48 0.0137065 0.0134983
680.48 0.0151234 0.014946
680.48 0.0153256 0.014712
680.48 0.01648 0.0154634
680.48 0.0168617 0.0149425
680.48 0.0140863 0.0226605
680.48 0.0145638 0.0232003
681.38 0.0154221 0.0219398
681.38 0.0157236 0.0174538
681.38 0.0153783 0.0166781
681.38 0.016523 0.0174562
681.38 0.016278 0.0164966
681.38 0.0144761 0.0165741
681.38 0.0140653 0.0155703
681.38 0.0141464 0.0152302
681.38 0.014753 0.0154961
681.38 0.0149773 0.0153152
681.38 0.0154074 0.0160519
681.38 0.0155797 0.0158527
681.38 0.0164522 0.0158127
681.38 0.0167375 0.0165847
681.38 0.0168003 0.0166232
681.38 0.0167226 0.0164369
681.38 0.0164582 0.0170326
681.38 0.0156082 0.0166303
681.38 0.0153883 0.0163137
681.38 0.0166274 0.0230191
682.48 0.0170109 0.0220051
682.48 0.0173015 0.0211447
682.48 0.017639 0.0181009
682.48 0.0178103 0.017579
682.48 0.0184199 0.0174025
682.48 0.0185881 0.0167644
682.48 0.0154999 0.0162525
682.48 0.0152609 0.0153521
682.48 0.0150485 0.0147873
682.48 0.0156898 0.0151367
682.48 0.0159459 0.0149213
682.48 0.0160185 0.0145915
682.48 0.0165217 0.0143864
682.48 0.0161933 0.014738
682.48 0.0162979 0.0144096
682.48 0.0160471 0.0140113
682.48 0.0164271 0.0135454
682.48 0.0174771 0.0146766
682.48 0.0172153 0.0145589
682.48 0.0172013 0.014808
682.48 0.0171968 0.0144377
682.48 0.0157896 0.015415
682.48 0.016253 0.0149925
682.48 0.0161881 0.0147128
682.48 0.0176125 0.0217361
683.83 0.0220111 0.0230311
683.83 0.0215121 0.0221567
683.83 0.0220894 0.0213301
683.83 0.0213919 0.0188324
683.83 0.0211923 0.0182089
683.83 0.0214798 0.0177237
683.83 0.0212121 0.0166209
683.83 0.020958 0.0167479
683.83 0.020608 0.0160868
